,intake_number,time_in_shelter_days,is_sterilized,is_sterilized_in_shelter,hair_length,condition_Aged,condition_Feral,condition_Injured,condition_Normal,condition_Nursing,condition_Other,condition_Pregnant,condition_Sick,in_type_Euthanasia Request,in_type_Owner Surrender,in_type_Public Assist,in_type_Stray,sex_male,colour_Black,colour_Blue,colour_Brown,colour_Calico,colour_Chocolate,colour_Orange,colour_Torbie,colour_White,pattern_Multicolor,pattern_Plain,pattern_Point,pattern_Tabby,age_upon_intake_days,in_month_1,in_month_2,in_month_3,in_month_4,in_month_5,in_month_6,in_month_7,in_month_8,in_month_9,in_month_10,in_month_11,in_month_12,age_group_0-1 months,age_group_1-2 years,age_group_10+ years,age_group_2-5 months,age_group_3-5 years,age_group_6-10 years,age_group_6-11 months
0,0.0,5.071527777777779,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0.3333333333333333,37.138888888888886,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.0,174.18958333333336,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,0.3333333333333333,8.065972222222221,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0.0,21.16180555555556,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0.0,30.13958333333333,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.9999999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0.3333333333333333,48.09791666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.0,57.15,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0.0,3.9583333333333335,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9,0.0,168.16736111111112,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,0.0,42.01319444444445,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11,0.0,32.009722222222216,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8999999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0.0,291.77847222222215,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,0.0,64.84166666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14,0.0,14.936111111111114,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.8999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15,0.0,9.147222222222222,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16,0.0,205.92013888888889,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,0.0,6.2256944444444455,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0.0,137.7875,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,0.0,4.166666666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20,0.0,70.2951388888889,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,0.0,1.0680555555555555,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0.0,1.0673611111111112,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0.0,49.911111111111104,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,0.3333333333333333,8.034722222222221,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0.0,15.123611111111114,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7999999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,0.0,4.877777777777778,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,0.0,26.266666666666666,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,0.3333333333333333,4.0875,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,0.0,26.266666666666666,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30,0.3333333333333333,4.0875,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,0.0,71.95,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,0.0,14.865277777777774,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0.0,58.77916666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0.0,3.9604166666666663,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,0.0,29.0875,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,0.0,22.072222222222226,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.7999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0.3333333333333333,32.04722222222223,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0.0,11.197916666666668,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.8999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,0.0,3.0694444444444446,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0.0,29.19375,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,0.0,9.152083333333334,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7999999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,0.0,14.829861111111109,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43,0.0,346.19652777777776,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.8999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,0.0,8.842361111111114,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0.0,37.19166666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0.0,3.239583333333333,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,0.0,46.01666666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,0.0,12.990972222222224,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,0.0,11.184722222222225,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,0.0,13.140972222222222,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,0.0,31.15833333333333,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
52,0.0,1.1958333333333333,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53,0.0,12.259027777777776,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
54,0.0,4.097222222222221,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,0.0,24.143750000000004,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,0.0,59.01666666666666,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,0.0,67.01875,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,0.0,4.220138888888889,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59,0.0,27.16180555555556,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60,0.0,17.136111111111113,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,0.3333333333333333,39.96041666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62,0.0,28.038888888888888,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,0.0,25.88125,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,0.3333333333333333,19.178472222222226,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,0.0,59.08125,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
66,0.0,8.105555555555558,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67,0.3333333333333333,7.2125,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68,0.0,5.233333333333333,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7999999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,0.0,19.18611111111111,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
70,0.0,109.13680555555555,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
71,0.0,63.165277777777774,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
72,0.0,7.209027777777778,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.39999999999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73,0.0,25.375694444444445,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.8999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0.0,48.22500000000001,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
75,0.0,6.946527777777778,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,0.0,40.094444444444434,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
77,0.0,24.070138888888888,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78,0.0,23.08472222222223,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.39999999999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
79,0.0,36.16041666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80,0.0,248.8736111111111,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,0.0,14.226388888888891,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,0.0,4.224305555555556,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.39999999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,0.0,31.206944444444453,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
84,0.0,42.079861111111114,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
85,0.3333333333333333,10.2625,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,0.0,30.209027777777774,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,0.0,23.601388888888888,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88,0.3333333333333333,25.95486111111111,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
89,0.0,56.267361111111114,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,0.0,33.94166666666667,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
91,0.0,140.9326388888889,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
92,0.0,18.0875,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.39999999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
93,0.0,255.0625,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,0.0,119.04722222222222,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,0.0,18.249305555555555,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.39999999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
96,0.0,9.239583333333334,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.39999999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
97,0.0,9.14375,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.49999999999999994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98,0.0,11.024305555555555,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
99,0.0,17.975,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100,0.6666666666666667,77.22222222222223,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
101,0.0,191.05277777777783,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
102,0.0,4.047222222222223,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
103,0.0,3.001388888888889,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
104,0.0,39.98402777777777,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
105,0.0,36.1375,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8999999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,0.3333333333333333,26.145138888888887,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.49999999999999994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,0.0,37.02361111111111,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,0.0,9.904166666666667,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
109,0.0,4.065972222222221,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,0.3333333333333333,6.920138888888888,1,0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111,0.0,6.099305555555556,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,0.0,19.016666666666666,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113,0.0,33.10625,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.39999999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,0.0,5.013194444444443,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.39999999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
