,id,breed,intake_month,color,age_upon_intake_(years),time_in_shelter_days,intake_type_euthanasia_request,intake_type_owner_surrender,intake_type_public_assist,intake_type_stray,intake_weekday_friday,intake_weekday_monday,intake_weekday_saturday,intake_weekday_sunday,intake_weekday_thursday,intake_weekday_tuesday,intake_weekday_wednesday,intake_condition_aged,intake_condition_feral,intake_condition_injured,intake_condition_normal,intake_condition_nursing,intake_condition_other,intake_condition_pregnant,intake_condition_sick,sex_female,sex_male,sex_unknown,reproductive_state_intake_intact,reproductive_state_intake_sterile,reproductive_state_intake_unknown,reproductive_state_outcome_intact,reproductive_state_outcome_sterile,reproductive_state_outcome_unknown
16468,A681400,domestic shorthair mix,6,blue/white,0.0821917808219178,2.114583333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16469,A681401,domestic shorthair mix,6,black/white,0.0821917808219178,2.114583333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16470,A681402,domestic shorthair mix,6,black,0.0821917808219178,2.114583333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16471,A681403,domestic shorthair mix,6,black/white,0.0767123287671232,27.245833333333334,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16472,A681404,domestic shorthair mix,6,brown tabby,0.2465753424657534,12.07152777777778,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16473,A681405,domestic shorthair mix,6,brown tabby,0.2465753424657534,8.109722222222222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16476,A681410,domestic longhair,6,brown tabby,0.2465753424657534,6.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16477,A681411,domestic longhair,6,brown tabby,0.2465753424657534,2.2909722222222224,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16478,A681412,domestic longhair,6,brown tabby,0.2465753424657534,4.291666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16480,A681414,domestic shorthair mix,6,tortie,2.0,1.820138888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16484,A681419,domestic shorthair mix,6,brown tabby/white,0.0958904109589041,26.26388888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16485,A681420,domestic shorthair mix,6,brown tabby,0.0958904109589041,59.84861111111111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16486,A681421,domestic shorthair mix,6,orange tabby/white,0.0821917808219178,34.02013888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16488,A681423,domestic longhair mix,6,blue tabby,0.0575342465753424,0.0555555555555555,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16490,A681425,maine coon mix,6,brown tabby/white,5.0,26.86458333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16491,A681426,domestic shorthair mix,6,brown tabby/white,5.0,27.10972222222222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16492,A681427,domestic shorthair mix,6,tortie,2.0,1.740972222222222,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16494,A681432,domestic shorthair mix,6,brown tabby,0.1643835616438356,25.90277777777778,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16495,A681433,domestic shorthair mix,6,brown tabby,0.1643835616438356,14.15625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16496,A681434,domestic shorthair mix,6,cream tabby,0.1643835616438356,14.155555555555557,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16497,A681435,domestic shorthair mix,6,cream tabby,0.1643835616438356,26.08888888888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16498,A681436,domestic shorthair mix,6,cream tabby,0.1643835616438356,25.90138888888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16499,A681438,domestic longhair/russian blue,6,blue,2.0,0.7000000000000001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
16500,A681439,domestic shorthair mix,6,orange tabby,2.0,0.7020833333333334,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16502,A681441,domestic medium hair mix,6,orange tabby,0.0767123287671232,2.936111111111112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16503,A681442,domestic shorthair mix,6,torbie,0.0767123287671232,2.936111111111112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16504,A681443,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,2.936111111111112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16509,A681450,domestic medium hair mix,6,torbie,1.0,0.6548611111111111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16510,A681451,domestic shorthair mix,6,orange tabby,0.1643835616438356,10.775694444444444,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16511,A681452,domestic shorthair mix,6,cream tabby/white,0.1643835616438356,13.01875,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16519,A681463,domestic shorthair mix,6,calico,0.0821917808219178,6.239583333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16520,A681464,domestic shorthair mix,6,brown tabby,0.0821917808219178,6.238888888888889,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16524,A681467,domestic shorthair mix,6,torbie,1.0,0.8951388888888889,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16526,A681469,domestic shorthair mix,6,orange tabby/white,0.0821917808219178,17.073611111111113,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16527,A681470,domestic medium hair mix,6,cream tabby/white,0.0821917808219178,2.296527777777778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16528,A681471,domestic shorthair mix,6,blue tabby,0.0821917808219178,0.0791666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16529,A681472,domestic shorthair mix,6,tortie,0.0821917808219178,0.0791666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16530,A681473,domestic shorthair mix,6,torbie,0.0821917808219178,0.0798611111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16531,A681474,domestic shorthair mix,6,brown tabby,0.0821917808219178,0.0798611111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16532,A681475,domestic shorthair mix,6,white/orange tabby,0.0821917808219178,25.227083333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16533,A681476,domestic shorthair mix,6,white/orange tabby,0.0821917808219178,25.186805555555555,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16538,A681481,domestic shorthair mix,6,blue/white,2.0,0.8423611111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16541,A681484,domestic shorthair mix,6,blue/white,1.0,0.8201388888888889,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16545,A681488,domestic shorthair mix,6,black,0.1643835616438356,4.214583333333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16552,A681494,domestic shorthair mix,6,brown tabby/white,1.0,0.7590277777777777,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
16562,A681505,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,8.940277777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16572,A681514,domestic shorthair mix,6,black/white,0.0821917808219178,5.884027777777779,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16574,A681517,domestic shorthair mix,6,white/brown tabby,0.0821917808219178,18.98402777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16576,A681519,domestic shorthair mix,6,brown tabby,0.0821917808219178,24.729166666666668,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16579,A681524,domestic shorthair mix,6,orange tabby,1.0,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16580,A681525,domestic medium hair mix,6,black/white,1.0,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16581,A681526,domestic medium hair mix,6,blue tabby,1.0,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16582,A681527,domestic medium hair mix,6,black/white,0.2465753424657534,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16583,A681528,domestic medium hair mix,6,brown tabby,1.0,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16584,A681530,domestic longhair mix,6,blue/white,0.0054794520547945,0.5604166666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
16585,A681531,domestic longhair mix,6,black,0.0054794520547945,0.5604166666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
16586,A681532,domestic longhair mix,6,brown tabby,0.0054794520547945,0.5604166666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
16587,A681533,domestic shorthair mix,6,tortie,0.0082191780821917,0.2027777777777777,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
16593,A681539,domestic shorthair mix,6,black,12.0,20.15486111111111,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16594,A681540,domestic shorthair mix,3,brown tabby/white,0.821917808219178,4.048611111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
16595,A681540,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,11.2375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16597,A681542,siamese mix,6,lynx point,0.0191780821917808,71.25069444444445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16598,A681543,domestic shorthair mix,6,brown tabby,0.0767123287671232,0.0472222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16599,A681544,domestic shorthair mix,6,brown tabby/white,0.0767123287671232,0.0472222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16600,A681545,domestic shorthair mix,6,blue tabby/white,0.0767123287671232,0.0472222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16601,A681546,domestic shorthair mix,6,blue tabby/white,0.0767123287671232,0.0472222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16609,A681557,domestic shorthair mix,6,blue tabby,5.0,26.07777777777778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16611,A681559,domestic shorthair mix,6,torbie/white,0.1643835616438356,16.009722222222223,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16612,A681560,bombay mix,6,black,2.0,4.875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16613,A681561,domestic shorthair mix,6,orange tabby/white,0.0821917808219178,0.9402777777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16614,A681562,domestic shorthair mix,6,calico,0.0821917808219178,0.9402777777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16615,A681563,domestic shorthair mix,6,calico,0.0821917808219178,0.9402777777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16637,A681589,domestic medium hair mix,6,blue tabby/white,1.0,3.4006944444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16639,A681593,domestic shorthair mix,6,brown tabby,0.0767123287671232,0.6777777777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16640,A681598,domestic shorthair mix,6,white/orange tabby,0.0821917808219178,24.85833333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16646,A681607,domestic shorthair mix,6,white/blue,0.0821917808219178,5.060416666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16647,A681608,domestic shorthair mix,6,blue/white,0.0821917808219178,5.061805555555556,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16649,A681611,domestic shorthair mix,6,orange tabby,0.1643835616438356,4.7444444444444445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16652,A681624,domestic shorthair mix,6,orange tabby,0.0383561643835616,0.1361111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
16654,A681627,domestic shorthair mix,6,orange tabby,1.0,1.7833333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16659,A681633,domestic medium hair mix,6,blue tabby,0.0821917808219178,4.397222222222222,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16665,A681643,domestic shorthair mix,6,white/blue,10.0,0.0020833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
16666,A681664,domestic medium hair mix,6,torbie/white,2.0,54.113194444444446,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16667,A681668,domestic longhair mix,6,black/white,5.0,0.9076388888888888,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16673,A681677,domestic shorthair mix,6,gray tabby,2.0,1.8298611111111112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16679,A681689,domestic shorthair mix,6,orange tabby/white,8.0,1.8576388888888888,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
16683,A681697,domestic shorthair mix,6,black/white,0.0821917808219178,0.1145833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16685,A681699,domestic longhair mix,6,black,2.0,0.1958333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16686,A681701,domestic shorthair mix,6,brown tabby/white,0.0082191780821917,0.0194444444444444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
16688,A681706,domestic medium hair mix,6,brown tabby,0.0821917808219178,43.15555555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16689,A681707,domestic shorthair mix,6,brown tabby,0.0821917808219178,15.168055555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16690,A681708,domestic shorthair mix,6,brown tabby,0.0821917808219178,14.893055555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16691,A681709,domestic shorthair mix,6,brown tabby,0.0821917808219178,39.94375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16692,A681710,domestic medium hair mix,6,calico,0.0821917808219178,23.21388888888889,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16693,A681711,domestic shorthair mix,6,brown tabby,0.0821917808219178,23.21944444444445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16697,A681723,domestic shorthair mix,6,brown tabby/white,0.0767123287671232,0.0395833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16698,A681724,domestic shorthair mix,6,black,0.0767123287671232,0.0395833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16699,A681725,domestic medium hair mix,6,brown tabby,0.0821917808219178,23.18819444444445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16700,A681726,domestic shorthair mix,6,black/white,1.0,5.870833333333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16712,A681764,domestic shorthair mix,6,calico,0.0191780821917808,0.1729166666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
16713,A681765,domestic shorthair mix,6,black/white,0.0191780821917808,0.1513888888888888,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
16722,A681771,domestic longhair mix,6,white/black,0.0821917808219178,26.115277777777777,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16723,A681772,domestic shorthair mix,6,brown tabby,1.0,172.09583333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16724,A681773,domestic medium hair mix,6,white/blue,0.0575342465753424,71.23541666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16725,A681774,domestic shorthair mix,6,orange tabby/white,0.1643835616438356,9.015972222222222,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16726,A681775,domestic shorthair mix,6,orange tabby/white,0.1643835616438356,5.241666666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16727,A681776,domestic shorthair mix,6,torbie/white,0.1643835616438356,5.252777777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16728,A681777,domestic shorthair mix,6,black/white,0.1643835616438356,5.242361111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16730,A681779,domestic shorthair mix,11,brown tabby,6.0,18.539583333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
16731,A681779,domestic shorthair mix,6,brown tabby,4.0,0.88125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16732,A681780,domestic shorthair mix,6,black,0.1643835616438356,7.123611111111111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16733,A681781,domestic shorthair mix,6,silver tabby/white,0.1643835616438356,7.245138888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16734,A681782,domestic shorthair mix,9,silver tabby/white,2.0,3.2729166666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
16735,A681782,domestic shorthair mix,6,silver tabby/white,0.1643835616438356,6.0875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16736,A681786,domestic shorthair mix,6,brown tabby,0.0136986301369863,0.8458333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16737,A681787,domestic shorthair mix,6,black,0.0136986301369863,0.8451388888888889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16738,A681788,domestic shorthair mix,6,black,0.0136986301369863,0.8458333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16740,A681792,domestic shorthair mix,6,black,2.0,0.8090277777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16741,A681793,domestic medium hair mix,6,black/white,1.0,1.1076388888888888,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
16742,A681794,domestic shorthair mix,6,brown tabby/white,8.0,11.989583333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16745,A681798,domestic shorthair mix,6,black,0.0821917808219178,22.03263888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16746,A681799,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,18.965972222222224,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16747,A681800,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,21.166666666666668,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16748,A681801,domestic shorthair mix,6,brown tabby/white,0.0821917808219178,21.166666666666668,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16749,A681802,domestic shorthair mix,6,brown tabby,0.0821917808219178,21.963194444444447,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
16750,A681803,domestic medium hair mix,6,black,5.0,4.752777777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16752,A681807,domestic shorthair mix,6,cream tabby/white,4.0,0.7472222222222223,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16753,A681809,domestic shorthair mix,6,black,1.0,0.1319444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
16754,A681810,domestic shorthair mix,6,black/white,0.0575342465753424,0.1319444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
16755,A681811,domestic shorthair mix,6,black/white,0.0575342465753424,0.1319444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
16757,A681815,domestic shorthair mix,6,brown tabby/white,1.0,0.7187500000000001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16758,A681818,domestic shorthair mix,6,white/orange tabby,0.7397260273972602,25.125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
16761,A681821,domestic medium hair mix,6,brown tabby/white,1.0,17.948611111111113,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16762,A681824,domestic longhair mix,1,blue tabby/white,6.0,3.000694444444445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16763,A681824,domestic longhair mix,6,blue tabby/white,4.0,0.8631944444444445,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16766,A681828,domestic shorthair mix,6,black,0.0575342465753424,0.06875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16767,A681829,domestic shorthair mix,6,black,0.0821917808219178,0.06875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16768,A681837,domestic shorthair mix,6,cream tabby,0.0821917808219178,15.716666666666669,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16774,A681846,domestic shorthair mix,6,black/white,2.0,1.0611111111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16777,A681852,domestic medium hair mix,6,orange tabby,0.0821917808219178,21.40625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16789,A681868,domestic longhair mix,6,blue tabby,10.0,0.1347222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
16790,A681869,domestic shorthair mix,6,black,0.1643835616438356,6.072916666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
