,id,breed,intake_month,color,age_upon_intake_(years),time_in_shelter_days,intake_type_euthanasia_request,intake_type_owner_surrender,intake_type_public_assist,intake_type_stray,intake_weekday_friday,intake_weekday_monday,intake_weekday_saturday,intake_weekday_sunday,intake_weekday_thursday,intake_weekday_tuesday,intake_weekday_wednesday,intake_condition_aged,intake_condition_feral,intake_condition_injured,intake_condition_normal,intake_condition_nursing,intake_condition_other,intake_condition_pregnant,intake_condition_sick,sex_female,sex_male,sex_unknown,reproductive_state_intake_intact,reproductive_state_intake_sterile,reproductive_state_intake_unknown,reproductive_state_outcome_intact,reproductive_state_outcome_sterile,reproductive_state_outcome_unknown
59006,A737889,domestic shorthair mix,11,blue/white,5.0,8.13125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59007,A737890,siamese mix,11,calico point,0.3287671232876712,5.229166666666667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59011,A737894,domestic shorthair mix,11,tortie,2.0,0.8402777777777778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59016,A737899,domestic shorthair mix,11,orange tabby,0.3287671232876712,9.135416666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59019,A737903,domestic shorthair mix,11,silver tabby,0.410958904109589,0.7784722222222222,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59020,A737905,domestic medium hair mix,11,orange tabby,0.821917808219178,5.057638888888889,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
59024,A737916,domestic shorthair mix,11,calico,0.3287671232876712,12.836805555555555,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59025,A737917,domestic shorthair mix,11,white/brown tabby,0.3287671232876712,12.875,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59028,A737921,domestic shorthair mix,11,brown tabby,0.0383561643835616,0.7125000000000001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59029,A737922,domestic shorthair mix,11,brown tabby,0.0383561643835616,0.7125000000000001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59036,A737932,domestic shorthair mix,11,orange tabby,0.2465753424657534,4.018055555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59038,A737934,domestic shorthair mix,11,blue/white,7.0,83.32152777777777,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59045,A737945,domestic shorthair mix,10,blue/white,2.0,0.0840277777777777,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59046,A737945,domestic shorthair mix,11,blue/white,2.0,0.8847222222222222,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59051,A737952,domestic shorthair mix,11,brown tabby/white,0.2465753424657534,1.1319444444444444,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
59052,A737953,domestic shorthair mix,11,tortie,2.0,7.102777777777778,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59055,A737958,domestic shorthair mix,11,orange tabby,1.0,19.028472222222224,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59075,A737985,domestic shorthair mix,11,orange tabby,4.0,0.3708333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59085,A737994,domestic shorthair mix,11,brown tabby,1.0,0.9479166666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59090,A738001,domestic shorthair mix,11,black/white,0.3287671232876712,6.300694444444445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59092,A738003,domestic shorthair mix,11,black,0.410958904109589,42.1875,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59094,A738010,domestic shorthair mix,11,orange tabby,0.3287671232876712,9.952083333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59095,A738011,domestic shorthair mix,11,tortie,0.0821917808219178,4.167361111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
59096,A738013,domestic shorthair mix,11,black/white,1.0,19.01736111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59097,A738014,domestic shorthair mix,11,brown tabby/white,0.1643835616438356,18.06388888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59098,A738015,domestic shorthair mix,1,gray tabby/white,0.3287671232876712,0.9944444444444444,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59099,A738015,domestic shorthair mix,11,gray tabby/white,0.1643835616438356,10.063194444444443,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59100,A738016,domestic shorthair mix,11,brown tabby/white,0.1643835616438356,12.12638888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59101,A738017,domestic shorthair mix,11,brown tabby/white,0.1643835616438356,17.065277777777776,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59102,A738018,domestic shorthair mix,11,black/white,0.1643835616438356,11.250694444444443,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59110,A738028,domestic shorthair mix,11,tortie,0.0821917808219178,13.978472222222225,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59111,A738029,siamese mix,11,seal point,0.0575342465753424,1.9083333333333332,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59114,A738032,domestic shorthair mix,11,agouti,0.0821917808219178,8.08125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59118,A738036,domestic shorthair mix,11,brown tabby,0.0821917808219178,4.115277777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59122,A738045,domestic medium hair mix,11,blue,0.0575342465753424,0.6243055555555556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
59123,A738046,domestic shorthair mix,11,black,0.0191780821917808,0.0909722222222222,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59124,A738047,domestic shorthair mix,11,black,0.0191780821917808,0.0909722222222222,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59125,A738048,domestic shorthair mix,11,black,0.0191780821917808,0.0909722222222222,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59138,A738074,siamese mix,11,lynx point,12.0,0.8513888888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
59141,A738077,domestic shorthair mix,11,tortie,1.0,1.1298611111111112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59148,A738085,domestic medium hair mix,11,black/white,0.0767123287671232,16.93888888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
59149,A738086,domestic shorthair mix,11,brown tabby,1.0,0.8215277777777777,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59157,A738097,domestic longhair mix,11,white/calico,7.0,9.016666666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59161,A738103,domestic medium hair mix,11,torbie,0.0575342465753424,0.2784722222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59162,A738104,domestic medium hair mix,11,brown tabby/white,1.0,16.14097222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59163,A738105,domestic shorthair mix,11,brown tabby/white,10.0,3.31875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59171,A738117,domestic longhair mix,11,cream tabby/white,2.0,11.00902777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59172,A738122,maine coon mix,11,tortie,0.4931506849315068,0.0875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59173,A738123,domestic longhair mix,11,blue tabby,2.0,2.399305555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59174,A738124,domestic shorthair mix,11,orange tabby/white,0.1643835616438356,12.16388888888889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59176,A738129,domestic shorthair mix,11,brown tabby,14.0,56.06875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59177,A738130,domestic shorthair mix,11,black,14.0,63.18819444444444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59179,A738133,domestic medium hair mix,11,black/white,0.410958904109589,0.9131944444444444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59182,A738138,domestic medium hair mix,11,brown tabby,0.0821917808219178,5.339583333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59186,A738142,domestic shorthair mix,11,tortie,0.6575342465753424,37.24861111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59191,A738145,domestic longhair mix,11,blue/white,3.0,27.17013888888889,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59192,A738146,domestic shorthair mix,11,blue/white,3.0,27.169444444444444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59201,A738154,domestic shorthair mix,11,torbie,0.6575342465753424,0.8041666666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59202,A738156,domestic medium hair mix,11,tortie,0.0821917808219178,9.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59207,A738161,domestic shorthair mix,12,torbie,10.0,5.93888888888889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59212,A738167,siamese mix,11,flame point,1.0,1.0180555555555555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59215,A738169,domestic shorthair mix,11,orange tabby,0.1643835616438356,8.072222222222223,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59216,A738170,domestic shorthair mix,11,tortie,0.1643835616438356,6.092361111111111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59217,A738171,domestic shorthair mix,11,brown tabby/white,0.1643835616438356,8.072916666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59223,A738177,siamese mix,11,lynx point,2.0,0.95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59226,A738181,domestic shorthair mix,2,tortie,3.0,90.71111111111112,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59227,A738181,domestic shorthair mix,11,tortie,3.0,79.91458333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59228,A738183,domestic shorthair mix,11,brown tabby,1.0,53.90138888888889,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
59237,A738202,domestic medium hair mix,11,black/white,0.0383561643835616,0.0131944444444444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59238,A738203,domestic medium hair mix,11,black/white,0.0383561643835616,0.0138888888888888,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59239,A738206,domestic shorthair mix,11,calico,1.0,0.6006944444444444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59241,A738208,domestic shorthair mix,11,gray tabby/white,0.4931506849315068,11.481944444444446,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
59242,A738210,domestic longhair,11,black,2.0,5.017361111111111,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59244,A738213,domestic shorthair mix,11,black/white,5.0,0.9208333333333332,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59248,A738219,domestic shorthair mix,11,brown tabby,1.0,0.8666666666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59252,A738224,domestic shorthair mix,11,orange tabby,0.2465753424657534,7.96875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59253,A738225,domestic shorthair mix,11,orange tabby,0.2465753424657534,8.01736111111111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59254,A738226,domestic shorthair mix,11,brown tabby,4.0,10.444444444444445,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59256,A738228,domestic shorthair mix,11,blue/white,0.0821917808219178,5.940277777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59257,A738229,domestic shorthair mix,11,blue/white,0.0821917808219178,5.939583333333334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59258,A738230,domestic shorthair mix,11,cream tabby/white,0.0821917808219178,4.188194444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59260,A738232,domestic shorthair mix,11,blue/white,0.0383561643835616,0.1833333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
59261,A738233,domestic shorthair mix,11,brown tabby,1.0,0.7930555555555555,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59262,A738234,domestic shorthair mix,11,brown tabby/white,0.1643835616438356,5.129166666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59263,A738235,domestic shorthair mix,11,black,0.0821917808219178,9.010416666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59264,A738236,domestic shorthair mix,11,black,0.821917808219178,0.7729166666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59266,A738238,domestic shorthair mix,11,black/white,0.0821917808219178,18.13125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59267,A738239,domestic shorthair mix,11,black,0.0383561643835616,0.0736111111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59268,A738240,domestic shorthair mix,11,black,0.0383561643835616,0.0736111111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59269,A738244,domestic medium hair mix,11,orange tabby,5.0,4.824305555555555,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59270,A738245,domestic shorthair mix,11,blue/white,4.0,6.952083333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59271,A738246,domestic shorthair mix,11,brown tabby,0.0383561643835616,0.0430555555555555,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59272,A738247,domestic shorthair mix,11,brown tabby,0.0383561643835616,0.04375,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59273,A738248,domestic shorthair mix,11,black,0.0383561643835616,0.04375,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
59278,A738253,domestic shorthair mix,11,brown tabby,1.0,69.87847222222223,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59279,A738254,domestic shorthair mix,11,blue tabby,1.0,41.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59280,A738255,domestic shorthair mix,11,black,1.0,58.34097222222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59281,A738256,domestic shorthair mix,11,black/white,1.0,45.99722222222223,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59282,A738257,domestic shorthair mix,11,black,1.0,33.920833333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59283,A738258,domestic shorthair mix,12,blue/white,1.0,11.20277777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59284,A738258,domestic shorthair mix,11,blue/white,1.0,15.114583333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59285,A738259,domestic shorthair mix,11,black,0.5753424657534246,0.7083333333333334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59295,A738270,domestic shorthair mix,11,orange tabby,0.1643835616438356,11.931250000000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59297,A738281,domestic shorthair mix,11,torbie/white,0.0767123287671232,3.3520833333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
59302,A738288,domestic medium hair mix,11,torbie/white,2.0,22.25069444444445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59303,A738289,domestic shorthair mix,11,brown tabby/white,0.0767123287671232,21.17083333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59304,A738290,domestic shorthair mix,11,brown tabby/white,0.0767123287671232,24.200000000000003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59305,A738291,domestic shorthair mix,11,brown tabby/white,0.0767123287671232,24.148611111111112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59306,A738292,domestic medium hair mix,11,brown tabby/white,0.0767123287671232,20.98611111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59307,A738293,domestic medium hair mix,11,brown tabby,0.0767123287671232,20.98611111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59313,A738301,domestic medium hair mix,11,brown tabby/white,0.0821917808219178,22.18680555555556,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59314,A738302,domestic shorthair mix,11,brown tabby,0.0821917808219178,38.84930555555555,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59315,A738303,domestic shorthair mix,11,blue,0.0821917808219178,41.80277777777778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59316,A738304,domestic medium hair mix,11,tortie,0.0821917808219178,4.125694444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
59318,A738309,domestic medium hair mix,11,white/gray,0.2465753424657534,9.10138888888889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59319,A738310,domestic shorthair mix,11,brown tabby,2.0,0.7020833333333334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59320,A738312,domestic shorthair mix,11,brown tabby,0.0767123287671232,65.92986111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59321,A738315,domestic shorthair mix,11,brown tabby,0.0767123287671232,37.79166666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59322,A738316,domestic shorthair mix,11,brown tabby,0.0767123287671232,65.92986111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59323,A738317,domestic shorthair mix,11,black,0.0767123287671232,37.79236111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59325,A738319,domestic medium hair mix,11,orange tabby,0.6575342465753424,29.01388888888889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59328,A738321,domestic medium hair mix,11,black,0.0821917808219178,6.920833333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59342,A738330,domestic shorthair mix,11,brown tabby,1.0,0.4722222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59343,A738331,american curl shorthair mix,11,blue/white,1.0,41.40069444444445,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
59348,A738335,domestic shorthair mix,11,brown tabby,2.0,8.879861111111111,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59349,A738335,domestic shorthair mix,11,brown tabby,2.0,6.009722222222223,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
59357,A738342,domestic shorthair mix,11,brown tabby,0.821917808219178,0.8243055555555555,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59358,A738343,domestic shorthair mix,11,calico,0.0821917808219178,7.446527777777778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59362,A738349,siamese mix,11,lilac point,0.0821917808219178,21.106944444444444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59363,A738350,domestic shorthair mix,11,orange tabby,0.0821917808219178,45.94791666666667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59366,A738353,domestic shorthair mix,11,tortie,1.0,77.07569444444445,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
59371,A738358,domestic shorthair mix,11,blue,5.0,0.0180555555555555,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
59372,A738359,domestic shorthair mix,11,cream tabby/white,0.2465753424657534,7.117361111111111,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59378,A738367,domestic shorthair mix,11,tortie,1.0,99.87916666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
59379,A738368,domestic shorthair mix,11,brown tabby,0.0383561643835616,87.87430555555557,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59380,A738369,siamese mix,11,lynx point,0.0383561643835616,87.87430555555557,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59382,A738371,domestic shorthair mix,11,cream tabby,0.0821917808219178,33.76111111111111,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59393,A738383,siamese mix,11,lynx point,0.410958904109589,0.9125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59394,A738384,siamese mix,11,tortie point,1.0,0.9125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59395,A738385,russian blue,11,blue,1.0,0.9125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59400,A738394,domestic shorthair mix,11,calico,2.0,2.963194444444445,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59403,A738398,domestic shorthair mix,11,orange tabby,2.0,0.7826388888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
59405,A738402,domestic medium hair mix,11,black/white,1.0,79.4173611111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
59409,A738408,domestic shorthair mix,11,black,5.0,0.7131944444444446,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
